date,restaurant_id,restaurant_name,day_of_week,is_weekend,is_holiday,promo_flag,rain_index,customer_count,avg_ticket_vnd,raw_material_kg,revenue_vnd
2025-10-21,S03,Central Bun Bo,1,0,0,0,0.441,128,85175.0,51.2,10902432.0
2025-10-22,S03,Central Bun Bo,2,0,0,1,0.329,161,98323.0,60.74,15829937.0
2025-10-23,S03,Central Bun Bo,3,0,0,1,0.204,171,93752.0,67.84,16031674.0
2025-10-24,S03,Central Bun Bo,4,0,0,1,0.217,163,88632.0,64.18,14447074.0
2025-10-25,S03,Central Bun Bo,5,1,0,0,0.342,134,90038.0,56.16,12065101.0
2025-10-26,S03,Central Bun Bo,6,1,0,1,0.497,166,89281.0,63.58,14820567.0
2025-10-27,S03,Central Bun Bo,0,0,0,0,0.414,110,88819.0,43.78,9770084.0
2025-10-28,S03,Central Bun Bo,1,0,0,0,0.676,125,94943.0,50.79,11867929.0
2025-10-29,S03,Central Bun Bo,2,0,0,0,0.193,133,90047.0,48.84,11976250.0
2025-10-30,S03,Central Bun Bo,3,0,0,0,0.315,135,91661.0,52.12,12374216.0
2025-10-31,S03,Central Bun Bo,4,0,0,0,0.344,98,88255.0,41.74,8648997.0
2025-11-01,S03,Central Bun Bo,5,1,0,0,0.403,157,87262.0,62.81,13700102.0
2025-11-02,S03,Central Bun Bo,6,1,0,0,0.705,130,90168.0,56.23,11721821.0
2025-11-03,S03,Central Bun Bo,0,0,0,0,0.205,128,91782.0,49.28,11748064.0
2025-11-04,S03,Central Bun Bo,1,0,0,0,0.369,115,95819.0,46.49,11019141.0
2025-11-05,S03,Central Bun Bo,2,0,0,0,0.24,115,86042.0,48.81,9894823.0
2025-11-06,S03,Central Bun Bo,3,0,0,0,0.525,127,88445.0,47.88,11232508.0
2025-11-07,S03,Central Bun Bo,4,0,0,0,0.342,158,95017.0,56.6,15012634.0
2025-11-08,S03,Central Bun Bo,5,1,0,0,0.246,148,89783.0,69.84,13287865.0
2025-11-09,S03,Central Bun Bo,6,1,0,0,0.426,151,89994.0,60.8,13589145.0
2025-11-10,S03,Central Bun Bo,0,0,0,0,0.401,140,91179.0,57.92,12765111.0
2025-11-11,S03,Central Bun Bo,1,0,0,0,0.567,131,85782.0,50.51,11237399.0
2025-11-12,S03,Central Bun Bo,2,0,0,0,0.43,130,86631.0,48.29,11262077.0
2025-11-13,S03,Central Bun Bo,3,0,0,0,0.333,122,86398.0,47.65,10540569.0
2025-11-14,S03,Central Bun Bo,4,0,0,0,0.456,144,88022.0,56.09,12675177.0
2025-11-15,S03,Central Bun Bo,5,1,0,0,0.237,146,94307.0,61.5,13768880.0
2025-11-16,S03,Central Bun Bo,6,1,0,0,0.565,123,94874.0,50.36,11669478.0
2025-11-17,S03,Central Bun Bo,0,0,0,0,0.457,139,89009.0,56.82,12372235.0
2025-11-18,S03,Central Bun Bo,1,0,0,0,0.554,118,88050.0,52.99,10389939.0
2025-11-19,S03,Central Bun Bo,2,0,0,0,0.332,134,91209.0,51.23,12222012.0
2025-11-20,S03,Central Bun Bo,3,0,0,0,0.55,130,92839.0,54.57,12069070.0
2025-11-21,S03,Central Bun Bo,4,0,0,0,0.408,179,93796.0,73.0,16789542.0
2025-11-22,S03,Central Bun Bo,5,1,0,0,0.361,173,96154.0,75.34,16634698.0
2025-11-23,S03,Central Bun Bo,6,1,0,0,0.129,171,85531.0,62.3,14625793.0
2025-11-24,S03,Central Bun Bo,0,0,0,0,0.485,153,91790.0,63.15,14043823.0
2025-11-25,S03,Central Bun Bo,1,0,0,0,0.359,131,82788.0,54.73,10845211.0
2025-11-26,S03,Central Bun Bo,2,0,0,0,0.554,155,87770.0,64.2,13604421.0
2025-11-27,S03,Central Bun Bo,3,0,0,0,0.011,162,88305.0,63.09,14305386.0
2025-11-28,S03,Central Bun Bo,4,0,0,0,0.075,164,86419.0,69.17,14172666.0
2025-11-29,S03,Central Bun Bo,5,1,0,0,0.456,150,87244.0,63.34,13086583.0
2025-11-30,S03,Central Bun Bo,6,1,0,0,0.476,150,91220.0,68.74,13683027.0
2025-12-01,S03,Central Bun Bo,0,0,0,0,0.672,135,89848.0,56.01,12129546.0
2025-12-02,S03,Central Bun Bo,1,0,0,0,0.227,150,93558.0,64.29,14033674.0
2025-12-03,S03,Central Bun Bo,2,0,0,0,0.741,144,88880.0,62.27,12798674.0
2025-12-04,S03,Central Bun Bo,3,0,0,1,0.184,180,91771.0,71.23,16518771.0
2025-12-05,S03,Central Bun Bo,4,0,0,0,0.595,158,94788.0,55.88,14976432.0
2025-12-06,S03,Central Bun Bo,5,1,0,0,0.519,148,87642.0,56.21,12971072.0
2025-12-07,S03,Central Bun Bo,6,1,0,1,0.706,211,87069.0,87.07,18371467.0
2025-12-08,S03,Central Bun Bo,0,0,0,0,0.458,161,91093.0,70.92,14666049.0
2025-12-09,S03,Central Bun Bo,1,0,0,0,0.168,177,93213.0,72.14,16498620.0
2025-12-10,S03,Central Bun Bo,2,0,0,0,0.418,163,90436.0,57.3,14741144.0
2025-12-11,S03,Central Bun Bo,3,0,0,0,0.246,154,95162.0,63.46,14655020.0
2025-12-12,S03,Central Bun Bo,4,0,0,0,0.267,171,93569.0,65.01,16000328.0
2025-12-13,S03,Central Bun Bo,5,1,0,1,0.554,180,89793.0,70.15,16162695.0
2025-12-14,S03,Central Bun Bo,6,1,0,0,0.28,185,96925.0,72.56,17931136.0
2025-12-15,S03,Central Bun Bo,0,0,0,0,0.779,146,96533.0,58.42,14093793.0
2025-12-16,S03,Central Bun Bo,1,0,0,0,0.53,166,89764.0,63.91,14900779.0
2025-12-17,S03,Central Bun Bo,2,0,0,0,0.559,162,88860.0,63.82,14395346.0
2025-12-18,S03,Central Bun Bo,3,0,0,0,0.625,154,87593.0,63.0,13489335.0
2025-12-19,S03,Central Bun Bo,4,0,0,0,0.609,149,89049.0,56.27,13268350.0
2025-12-20,S03,Central Bun Bo,5,1,0,0,0.701,157,84172.0,59.68,13215017.0
2025-12-21,S03,Central Bun Bo,6,1,0,0,0.504,187,94232.0,66.89,17621471.0
2025-12-22,S03,Central Bun Bo,0,0,0,0,0.318,185,85236.0,74.02,15768599.0
2025-12-23,S03,Central Bun Bo,1,0,0,0,0.611,149,90111.0,55.72,13426496.0
2025-12-24,S03,Central Bun Bo,2,0,0,0,0.535,185,88074.0,78.12,16293670.0
2025-12-25,S03,Central Bun Bo,3,0,0,0,0.051,197,93451.0,77.58,18409776.0
2025-12-26,S03,Central Bun Bo,4,0,0,1,0.569,189,89358.0,75.42,16888650.0
2025-12-27,S03,Central Bun Bo,5,1,0,0,0.255,192,90356.0,81.44,17348370.0
2025-12-28,S03,Central Bun Bo,6,1,0,0,0.079,212,86088.0,89.98,18250756.0
2025-12-29,S03,Central Bun Bo,0,0,0,0,0.245,181,89726.0,73.8,16240349.0
2025-12-30,S03,Central Bun Bo,1,0,0,1,0.379,202,92620.0,80.54,18709246.0
2025-12-31,S03,Central Bun Bo,2,0,0,0,0.238,172,89878.0,74.15,15458931.0
2025-01-01,S04,Lotus Noodle House,2,0,1,0,0.34,251,83484.0,84.78,20954542.0
2025-01-02,S04,Lotus Noodle House,3,0,0,0,0.494,163,81977.0,60.88,13362206.0
2025-01-03,S04,Lotus Noodle House,4,0,0,0,0.492,189,74683.0,67.47,14115082.0
2025-01-04,S04,Lotus Noodle House,5,1,0,0,0.477,234,82608.0,86.12,19330188.0
2025-01-05,S04,Lotus Noodle House,6,1,0,1,0.321,266,79478.0,93.54,21141110.0
2025-01-06,S04,Lotus Noodle House,0,0,0,1,0.168,233,79982.0,88.34,18635917.0
2025-01-07,S04,Lotus Noodle House,1,0,0,0,0.514,187,78051.0,73.04,14595630.0
2025-01-08,S04,Lotus Noodle House,2,0,0,0,0.539,223,75804.0,75.53,16904269.0
2025-01-09,S04,Lotus Noodle House,3,0,0,0,0.329,170,77353.0,59.2,13149980.0
2025-01-10,S04,Lotus Noodle House,4,0,0,0,0.45,192,79841.0,72.12,15329410.0
2025-01-11,S04,Lotus Noodle House,5,1,0,0,0.281,208,74597.0,71.54,15516205.0
2025-01-12,S04,Lotus Noodle House,6,1,0,0,0.191,239,74177.0,86.92,17728295.0
2025-01-13,S04,Lotus Noodle House,0,0,0,0,0.46,203,73192.0,70.36,14857946.0
2025-01-14,S04,Lotus Noodle House,1,0,0,0,0.299,213,82448.0,80.42,17561358.0
2025-01-15,S04,Lotus Noodle House,2,0,0,0,0.516,212,75485.0,80.21,16002835.0
2025-01-16,S04,Lotus Noodle House,3,0,0,0,0.098,230,78677.0,81.67,18095692.0
2025-01-17,S04,Lotus Noodle House,4,0,0,0,0.236,227,77864.0,82.54,17675227.0
2025-01-18,S04,Lotus Noodle House,5,1,0,0,0.149,243,71105.0,90.44,17278509.0
2025-01-19,S04,Lotus Noodle House,6,1,0,0,0.407,249,79879.0,83.16,19889956.0
2025-01-20,S04,Lotus Noodle House,0,0,0,0,0.714,224,81080.0,82.27,18162020.0
2025-01-21,S04,Lotus Noodle House,1,0,0,0,0.524,206,79749.0,71.34,16428263.0
2025-01-22,S04,Lotus Noodle House,2,0,0,0,0.413,218,79540.0,75.75,17339810.0
2025-01-23,S04,Lotus Noodle House,3,0,0,0,0.705,239,79396.0,79.21,18975633.0
2025-01-24,S04,Lotus Noodle House,4,0,0,1,0.482,272,74216.0,97.19,20186692.0
2025-01-25,S04,Lotus Noodle House,5,1,0,0,0.553,238,73121.0,88.87,17402774.0
2025-01-26,S04,Lotus Noodle House,6,1,0,0,0.363,260,76520.0,88.85,19895093.0
2025-01-27,S04,Lotus Noodle House,0,0,0,1,0.457,264,82687.0,89.02,21829262.0
2025-01-28,S04,Lotus Noodle House,1,0,0,1,0.412,252,80443.0,89.7,20271733.0
2025-01-29,S04,Lotus Noodle House,2,0,1,0,0.393,303,80916.0,111.65,24517611.0
2025-01-30,S04,Lotus Noodle House,3,0,1,0,0.444,296,75765.0,108.41,22426557.0
2025-01-31,S04,Lotus Noodle House,4,0,0,0,0.718,229,79974.0,84.31,18314151.0
2025-02-01,S04,Lotus Noodle House,5,1,0,0,0.128,272,78316.0,99.27,21302052.0
2025-02-02,S04,Lotus Noodle House,6,1,0,0,0.564,241,75869.0,94.31,18284382.0
2025-02-03,S04,Lotus Noodle House,0,0,0,0,0.302,231,77680.0,83.32,17943972.0
2025-02-04,S04,Lotus Noodle House,1,0,0,1,0.887,244,80067.0,78.95,19536423.0
2025-02-05,S04,Lotus Noodle House,2,0,0,1,0.626,263,64306.0,98.51,16912468.0
2025-02-06,S04,Lotus Noodle House,3,0,0,0,0.0,273,69351.0,103.81,18932959.0
2025-02-07,S04,Lotus Noodle House,4,0,0,0,0.0,258,81591.0,94.91,21050380.0
2025-02-08,S04,Lotus Noodle House,5,1,0,0,0.298,246,80159.0,97.86,19719019.0
2025-02-09,S04,Lotus Noodle House,6,1,0,0,0.0,269,75361.0,87.58,20271996.0
2025-02-10,S04,Lotus Noodle House,0,0,0,0,0.459,210,80425.0,78.33,16889175.0
2025-02-11,S04,Lotus Noodle House,1,0,0,0,0.345,209,76963.0,75.27,16085338.0
2025-02-12,S04,Lotus Noodle House,2,0,0,0,0.456,236,77175.0,86.42,18213358.0
2025-02-13,S04,Lotus Noodle House,3,0,0,0,0.361,243,77419.0,84.09,18812853.0
2025-02-14,S04,Lotus Noodle House,4,0,0,0,0.269,250,78088.0,88.36,19522039.0
2025-02-15,S04,Lotus Noodle House,5,1,0,1,0.278,308,79195.0,112.42,24391947.0
2025-02-16,S04,Lotus Noodle House,6,1,0,0,0.274,310,76815.0,105.74,23812719.0
2025-02-17,S04,Lotus Noodle House,0,0,0,0,0.033,282,82278.0,105.18,23202320.0
2025-02-18,S04,Lotus Noodle House,1,0,0,0,0.742,218,77161.0,85.25,16821019.0
2025-02-19,S04,Lotus Noodle House,2,0,0,0,0.82,223,76761.0,77.33,17117762.0
2025-02-20,S04,Lotus Noodle House,3,0,0,0,0.324,263,79868.0,94.8,21005379.0
2025-02-21,S04,Lotus Noodle House,4,0,0,0,0.425,257,79344.0,93.45,20391368.0
2025-02-22,S04,Lotus Noodle House,5,1,0,0,0.553,225,79194.0,93.49,17818758.0
2025-02-23,S04,Lotus Noodle House,6,1,0,0,0.332,286,76557.0,109.36,21895228.0
2025-02-24,S04,Lotus Noodle House,0,0,0,0,0.41,257,78052.0,110.17,20059431.0
2025-02-25,S04,Lotus Noodle House,1,0,0,1,0.419,264,76304.0,101.58,20144371.0
2025-02-26,S04,Lotus Noodle House,2,0,0,0,0.0,269,82277.0,97.09,22132438.0
2025-02-27,S04,Lotus Noodle House,3,0,0,0,0.008,275,80063.0,88.42,22017374.0
2025-02-28,S04,Lotus Noodle House,4,0,0,0,0.533,258,79821.0,96.52,20593714.0
2025-03-01,S04,Lotus Noodle House,5,1,0,0,0.554,250,73317.0,86.03,18329174.0
2025-03-02,S04,Lotus Noodle House,6,1,0,0,0.458,288,81485.0,110.82,23467787.0
2025-03-03,S04,Lotus Noodle House,0,0,0,0,0.428,236,77413.0,86.6,18269390.0
2025-03-04,S04,Lotus Noodle House,1,0,0,1,0.862,275,76141.0,110.45,20938887.0
2025-03-05,S04,Lotus Noodle House,2,0,0,1,0.407,289,83154.0,103.38,24031568.0
2025-03-06,S04,Lotus Noodle House,3,0,0,0,0.621,249,77830.0,95.61,19379778.0
2025-03-07,S04,Lotus Noodle House,4,0,0,1,0.443,297,78532.0,115.33,23324110.0
2025-03-08,S04,Lotus Noodle House,5,1,0,0,0.324,274,74306.0,95.58,20359935.0
2025-03-09,S04,Lotus Noodle House,6,1,0,1,0.734,328,75154.0,112.92,24650615.0
2025-03-10,S04,Lotus Noodle House,0,0,0,0,0.605,244,76619.0,93.77,18695113.0
2025-03-11,S04,Lotus Noodle House,1,0,0,0,0.458,285,78641.0,97.83,22412602.0
2025-03-12,S04,Lotus Noodle House,2,0,0,0,0.286,242,80187.0,92.96,19405310.0
2025-03-13,S04,Lotus Noodle House,3,0,0,0,0.305,247,77532.0,85.92,19150454.0
2025-03-14,S04,Lotus Noodle House,4,0,0,0,0.758,244,79786.0,92.5,19467753.0
2025-03-15,S04,Lotus Noodle House,5,1,0,0,0.297,306,77161.0,113.06,23611151.0
2025-03-16,S04,Lotus Noodle House,6,1,0,1,0.303,337,78456.0,119.83,26439759.0
2025-03-17,S04,Lotus Noodle House,0,0,0,0,0.482,268,85888.0,94.22,23018111.0
2025-03-18,S04,Lotus Noodle House,1,0,0,0,0.158,275,78631.0,94.18,21623589.0
2025-03-19,S04,Lotus Noodle House,2,0,0,0,0.0,295,75595.0,105.98,22300667.0
2025-03-20,S04,Lotus Noodle House,3,0,0,0,0.264,263,77965.0,97.41,20504735.0
2025-03-21,S04,Lotus Noodle House,4,0,0,0,0.527,267,82512.0,99.41,22030663.0
2025-03-22,S04,Lotus Noodle House,5,1,0,0,0.582,303,80024.0,99.56,24247128.0
2025-03-23,S04,Lotus Noodle House,6,1,0,0,0.325,316,77933.0,121.52,24626954.0
2025-03-24,S04,Lotus Noodle House,0,0,0,0,0.62,266,74765.0,98.53,19887378.0
2025-03-25,S04,Lotus Noodle House,1,0,0,1,0.05,327,82133.0,120.97,26857550.0
2025-03-26,S04,Lotus Noodle House,2,0,0,0,0.415,296,78554.0,106.7,23251944.0
2025-03-27,S04,Lotus Noodle House,3,0,0,0,0.602,243,75981.0,94.2,18463434.0
2025-03-28,S04,Lotus Noodle House,4,0,0,0,0.606,245,77841.0,87.88,19071034.0
2025-03-29,S04,Lotus Noodle House,5,1,0,0,0.691,288,84162.0,109.26,24238558.0
2025-03-30,S04,Lotus Noodle House,6,1,0,0,0.546,317,84235.0,122.25,26702388.0
2025-03-31,S04,Lotus Noodle House,0,0,0,0,0.337,275,83223.0,101.58,22886270.0
2025-04-01,S04,Lotus Noodle House,1,0,0,0,0.39,259,77494.0,94.0,20070982.0
2025-04-02,S04,Lotus Noodle House,2,0,0,1,0.332,316,75300.0,118.65,23794807.0
2025-04-03,S04,Lotus Noodle House,3,0,0,0,0.705,249,79792.0,88.81,19868204.0
2025-04-04,S04,Lotus Noodle House,4,0,0,0,0.443,262,78430.0,96.88,20548605.0
2025-04-05,S04,Lotus Noodle House,5,1,0,0,0.332,333,86457.0,111.22,28790150.0
2025-04-06,S04,Lotus Noodle House,6,1,0,0,0.189,316,80795.0,117.8,25531168.0
2025-04-07,S04,Lotus Noodle House,0,0,0,1,0.486,295,77238.0,106.07,22785309.0
2025-04-08,S04,Lotus Noodle House,1,0,0,0,0.148,262,80384.0,95.71,21060613.0
2025-04-09,S04,Lotus Noodle House,2,0,0,0,0.012,264,80069.0,79.19,21138277.0
2025-04-10,S04,Lotus Noodle House,3,0,0,0,0.015,298,75228.0,114.03,22417830.0
2025-04-11,S04,Lotus Noodle House,4,0,0,0,0.0,297,72359.0,109.66,21490484.0
2025-04-12,S04,Lotus Noodle House,5,1,0,0,0.406,290,80435.0,95.33,23326234.0
2025-04-13,S04,Lotus Noodle House,6,1,0,0,0.298,290,82976.0,103.98,24063099.0
2025-04-14,S04,Lotus Noodle House,0,0,0,0,0.624,239,77735.0,86.66,18578625.0
2025-04-15,S04,Lotus Noodle House,1,0,0,0,0.468,263,77376.0,94.39,20349987.0
2025-04-16,S04,Lotus Noodle House,2,0,0,0,0.381,259,76239.0,90.14,19745833.0
2025-04-17,S04,Lotus Noodle House,3,0,0,0,0.23,296,77355.0,111.06,22897201.0
2025-04-18,S04,Lotus Noodle House,4,0,0,1,0.494,302,76498.0,109.9,23102368.0
2025-04-19,S04,Lotus Noodle House,5,1,0,0,0.0,343,78758.0,121.15,27014068.0
2025-04-20,S04,Lotus Noodle House,6,1,0,0,0.086,327,83034.0,119.16,27152097.0
2025-04-21,S04,Lotus Noodle House,0,0,0,0,0.425,261,80696.0,97.38,21061608.0
2025-04-22,S04,Lotus Noodle House,1,0,0,0,0.489,243,73564.0,86.49,17876102.0
2025-04-23,S04,Lotus Noodle House,2,0,0,0,0.052,293,80382.0,105.78,23551814.0
2025-04-24,S04,Lotus Noodle House,3,0,0,0,0.184,290,73285.0,111.07,21252646.0
2025-04-25,S04,Lotus Noodle House,4,0,0,0,0.361,240,77542.0,89.58,18610139.0
2025-04-26,S04,Lotus Noodle House,5,1,0,0,0.48,298,75991.0,112.78,22645462.0
2025-04-27,S04,Lotus Noodle House,6,1,0,0,0.449,322,82493.0,118.63,26562624.0
2025-04-28,S04,Lotus Noodle House,0,0,0,1,0.253,314,79697.0,107.56,25024757.0
2025-04-29,S04,Lotus Noodle House,1,0,0,0,0.807,238,73805.0,78.77,17565706.0
2025-04-30,S04,Lotus Noodle House,2,0,1,0,0.368,368,76335.0,139.08,28091303.0
2025-05-01,S04,Lotus Noodle House,3,0,1,0,0.233,359,74265.0,144.67,26661203.0
2025-05-02,S04,Lotus Noodle House,4,0,0,0,0.509,247,74718.0,87.67,18455342.0
2025-05-03,S04,Lotus Noodle House,5,1,0,0,0.276,295,78485.0,109.38,23153089.0
2025-05-04,S04,Lotus Noodle House,6,1,0,0,0.451,305,80244.0,102.2,24474462.0
2025-05-05,S04,Lotus Noodle House,0,0,0,0,0.163,253,80482.0,92.67,20361904.0
2025-05-06,S04,Lotus Noodle House,1,0,0,0,0.0,312,75210.0,126.15,23465480.0
2025-05-07,S04,Lotus Noodle House,2,0,0,0,0.218,237,79130.0,79.68,18753770.0
2025-05-08,S04,Lotus Noodle House,3,0,0,0,0.105,286,80220.0,114.15,22942853.0
2025-05-09,S04,Lotus Noodle House,4,0,0,0,0.424,238,76955.0,83.01,18315213.0
2025-05-10,S04,Lotus Noodle House,5,1,0,0,0.583,299,75370.0,114.09,22535757.0
2025-05-11,S04,Lotus Noodle House,6,1,0,0,0.315,291,76253.0,115.71,22189623.0
2025-05-12,S04,Lotus Noodle House,0,0,0,0,0.415,252,85631.0,97.82,21579126.0
2025-05-13,S04,Lotus Noodle House,1,0,0,0,0.325,257,78455.0,88.63,20162966.0
2025-05-14,S04,Lotus Noodle House,2,0,0,0,0.67,221,74480.0,77.25,16460120.0
2025-05-15,S04,Lotus Noodle House,3,0,0,1,0.78,291,80946.0,103.1,23555369.0
2025-05-16,S04,Lotus Noodle House,4,0,0,1,0.09,332,79532.0,128.74,26404654.0
2025-05-17,S04,Lotus Noodle House,5,1,0,0,0.352,298,80783.0,97.82,24073251.0
2025-05-18,S04,Lotus Noodle House,6,1,0,0,0.376,278,71496.0,99.26,19875896.0
2025-05-19,S04,Lotus Noodle House,0,0,0,0,0.715,241,84121.0,86.54,20273271.0
2025-05-20,S04,Lotus Noodle House,1,0,0,0,0.29,251,75886.0,79.19,19047429.0
2025-05-21,S04,Lotus Noodle House,2,0,0,0,0.252,248,74318.0,88.19,18430985.0
2025-05-22,S04,Lotus Noodle House,3,0,0,0,0.799,205,76894.0,69.22,15763295.0
2025-05-23,S04,Lotus Noodle House,4,0,0,0,0.437,239,78226.0,83.58,18696116.0
2025-05-24,S04,Lotus Noodle House,5,1,0,0,0.489,292,69679.0,104.7,20346332.0
2025-05-25,S04,Lotus Noodle House,6,1,0,0,0.645,244,77022.0,81.51,18793395.0
2025-05-26,S04,Lotus Noodle House,0,0,0,0,0.429,236,78107.0,71.67,18433151.0
2025-05-27,S04,Lotus Noodle House,1,0,0,0,0.387,261,71943.0,91.81,18777149.0
2025-05-28,S04,Lotus Noodle House,2,0,0,0,0.09,267,78206.0,106.01,20880959.0
2025-05-29,S04,Lotus Noodle House,3,0,0,0,0.346,262,73862.0,93.07,19351790.0
2025-05-30,S04,Lotus Noodle House,4,0,0,0,0.352,261,79729.0,89.74,20809265.0
2025-05-31,S04,Lotus Noodle House,5,1,0,0,0.678,253,78453.0,90.02,19848589.0
2025-06-01,S04,Lotus Noodle House,6,1,0,0,0.054,323,75584.0,123.44,24413639.0
2025-06-02,S04,Lotus Noodle House,0,0,0,0,0.255,269,81101.0,98.05,21816147.0
2025-06-03,S04,Lotus Noodle House,1,0,0,0,0.322,247,75936.0,93.74,18756126.0
2025-06-04,S04,Lotus Noodle House,2,0,0,0,0.677,223,78064.0,83.93,17408269.0
2025-06-05,S04,Lotus Noodle House,3,0,0,0,0.32,245,80789.0,84.69,19793235.0
2025-06-06,S04,Lotus Noodle House,4,0,0,0,0.382,254,77688.0,101.36,19732875.0
2025-06-07,S04,Lotus Noodle House,5,1,0,0,0.332,277,73892.0,93.52,20468106.0
2025-06-08,S04,Lotus Noodle House,6,1,0,0,0.607,262,76488.0,101.26,20039832.0
2025-06-09,S04,Lotus Noodle House,0,0,0,0,0.631,214,76455.0,85.42,16361332.0
2025-06-10,S04,Lotus Noodle House,1,0,0,1,0.326,295,81143.0,102.56,23937118.0
2025-06-11,S04,Lotus Noodle House,2,0,0,0,0.565,211,78039.0,70.88,16466127.0
2025-06-12,S04,Lotus Noodle House,3,0,0,0,0.267,250,76995.0,86.5,19248822.0
2025-06-13,S04,Lotus Noodle House,4,0,0,1,0.151,299,81530.0,107.13,24377448.0
2025-06-14,S04,Lotus Noodle House,5,1,0,0,0.455,236,79675.0,100.77,18803269.0
2025-06-15,S04,Lotus Noodle House,6,1,0,0,0.356,282,83133.0,107.46,23443629.0
2025-06-16,S04,Lotus Noodle House,0,0,0,0,0.493,266,79942.0,89.13,21264576.0
2025-06-17,S04,Lotus Noodle House,1,0,0,0,0.124,264,75018.0,95.46,19804659.0
2025-06-18,S04,Lotus Noodle House,2,0,0,0,0.271,259,78323.0,90.11,20285602.0
2025-06-19,S04,Lotus Noodle House,3,0,0,0,0.006,231,78349.0,88.05,18098691.0
2025-06-20,S04,Lotus Noodle House,4,0,0,0,0.694,204,77257.0,68.68,15760510.0
2025-06-21,S04,Lotus Noodle House,5,1,0,0,0.8,214,76920.0,82.89,16460875.0
2025-06-22,S04,Lotus Noodle House,6,1,0,0,0.493,274,78244.0,101.9,21438876.0
2025-06-23,S04,Lotus Noodle House,0,0,0,0,0.77,207,76339.0,70.41,15802169.0
2025-06-24,S04,Lotus Noodle House,1,0,0,0,0.106,236,78320.0,82.4,18483613.0
2025-06-25,S04,Lotus Noodle House,2,0,0,1,0.893,235,76642.0,89.75,18010761.0
2025-06-26,S04,Lotus Noodle House,3,0,0,0,0.668,213,77225.0,68.47,16448908.0
2025-06-27,S04,Lotus Noodle House,4,0,0,0,0.013,247,73750.0,95.62,18216196.0
2025-06-28,S04,Lotus Noodle House,5,1,0,0,0.331,247,79941.0,84.63,19745537.0
2025-06-29,S04,Lotus Noodle House,6,1,0,0,0.618,247,77267.0,92.34,19084954.0
2025-06-30,S04,Lotus Noodle House,0,0,0,0,0.457,205,84460.0,71.23,17314227.0
2025-07-01,S04,Lotus Noodle House,1,0,0,0,0.342,234,80291.0,90.04,18788042.0
2025-07-02,S04,Lotus Noodle House,2,0,0,0,0.595,236,77193.0,85.14,18217519.0
2025-07-03,S04,Lotus Noodle House,3,0,0,1,0.311,287,74867.0,97.48,21486768.0
2025-07-04,S04,Lotus Noodle House,4,0,0,0,0.505,243,76595.0,88.14,18612495.0
2025-07-05,S04,Lotus Noodle House,5,1,0,0,0.409,221,80137.0,81.1,17710290.0
2025-07-06,S04,Lotus Noodle House,6,1,0,0,0.302,239,80270.0,79.99,19184641.0
2025-07-07,S04,Lotus Noodle House,0,0,0,0,0.795,217,73304.0,75.6,15906968.0
2025-07-08,S04,Lotus Noodle House,1,0,0,0,0.366,194,79202.0,69.8,15365224.0
2025-07-09,S04,Lotus Noodle House,2,0,0,0,0.329,232,74047.0,78.37,17178831.0
2025-07-10,S04,Lotus Noodle House,3,0,0,0,0.597,188,78075.0,62.07,14678123.0
2025-07-11,S04,Lotus Noodle House,4,0,0,0,0.547,197,77223.0,66.11,15212933.0
2025-07-12,S04,Lotus Noodle House,5,1,0,0,0.732,224,74873.0,79.12,16771507.0
2025-07-13,S04,Lotus Noodle House,6,1,0,0,0.177,271,77555.0,108.63,21017528.0
2025-07-14,S04,Lotus Noodle House,0,0,0,0,0.373,218,69662.0,79.45,15186213.0
2025-07-15,S04,Lotus Noodle House,1,0,0,0,0.677,208,74463.0,80.46,15488279.0
2025-07-16,S04,Lotus Noodle House,2,0,0,0,0.199,217,77367.0,85.33,16788717.0
2025-07-17,S04,Lotus Noodle House,3,0,0,0,0.421,217,81410.0,81.79,17665918.0
2025-07-18,S04,Lotus Noodle House,4,0,0,0,0.502,202,81866.0,72.32,16536976.0
2025-07-19,S04,Lotus Noodle House,5,1,0,0,0.724,241,77974.0,84.4,18791852.0
2025-07-20,S04,Lotus Noodle House,6,1,0,0,0.54,230,76996.0,84.45,17709024.0
2025-07-21,S04,Lotus Noodle House,0,0,0,1,0.247,247,78828.0,86.92,19470546.0
2025-07-22,S04,Lotus Noodle House,1,0,0,0,0.638,204,77138.0,76.77,15736173.0
2025-07-23,S04,Lotus Noodle House,2,0,0,0,0.133,221,78456.0,91.94,17338761.0
2025-07-24,S04,Lotus Noodle House,3,0,0,0,0.522,197,78511.0,66.65,15466630.0
2025-07-25,S04,Lotus Noodle House,4,0,0,0,0.205,205,71431.0,71.39,14643297.0
2025-07-26,S04,Lotus Noodle House,5,1,0,1,0.337,261,76934.0,103.68,20079898.0
2025-07-27,S04,Lotus Noodle House,6,1,0,0,0.268,231,77912.0,79.33,17997594.0
2025-07-28,S04,Lotus Noodle House,0,0,0,0,0.582,181,74585.0,64.99,13499803.0
2025-07-29,S04,Lotus Noodle House,1,0,0,0,0.0,210,80708.0,77.65,16948700.0
2025-07-30,S04,Lotus Noodle House,2,0,0,0,0.63,205,86736.0,77.16,17780935.0
2025-07-31,S04,Lotus Noodle House,3,0,0,0,0.575,177,78336.0,61.24,13865469.0
2025-08-01,S04,Lotus Noodle House,4,0,0,0,0.25,188,79290.0,67.12,14906527.0
